scientific_name,pronunciation,common_name,family_name,plant_type,key_id_features,habit,form,texture,height,spread,growth_rate,origin,climate,exposure,soil_or_growing_medium,water,landscape_uses,additional_info,leaf_form,leaf_arrangement,leaf_texture,leaf_surfaces,leaf_colour_in_summer,leaf_colour_in_fall,leaf_shapes,leaf_apices,leaf_bases,leaf_margins,inflorescence_type,petal_colour,flower_scent,flower_time,fruit_type,fruit_colour,fruiting_time,bark_morphology,bark_or_stem_colour,propagation,pest_susceptibility
Berberis thunbergii var. atropurpurea,BUR-bur-iss THOON-burg-ee-eye variety at-roe-pur-PUR-ee-uh,red leaf Japanese barberry,Berberidaceae,Shrub - deciduous,"Deciduous barberry with dark maroon simple ovate, entire leaves to 2 cm long. Winter ID: unbranched spiny stipules.","Dense, Spreading",Round,Medium - fine,1.3 - 2.0m,1.5 - 2.0m,Fast,Garden origin (Japan),Zone 4: (-34 to -29 C),"Full sun only if soil kept moist, Part sun/part shade",Rocky or gravelly or dry,,"Accent plant, Dryland (no watering), Group or mass planting, Hedge row, Security/barrier",2 to 5 florets; umbel-like,Simple,Alternate,"Leathery, Pinnate venation",Glabrous,Dark-red,Red,"Obovate, Spatulate","Obtuse, Rounded",Cuneate,Entire,"Corymb-like, Raceme","Yellow, Red",,"May, Jun",Berry (true),Red,"Sep, Oct",Multi-stem trunk,,,
Berberis thunbergii 'Golden Nugget',BUR-bur-iss THOON-burg-ee-eye,Golden Nugget Japanese barberry,Berberidaceae,Shrub - deciduous,"Deciduous barberry with bright yellow-green simple ovate, entire leaves to 2 cm long. Winter ID: unbranched spiny stipules.",,,,0.7 - 1.3m,1.5 - 2.0m,,Garden origin (Japan),Zone 4: (-34 to -29 C),Full sun,,,"Accent plant, Dryland (no watering), Hedge row, Security/barrier, Winter interest",2 to 5 florets; umbel-like,Simple,Alternate,"Leathery, Pinnate venation",Glabrous,Green-yellow,,Obovate,"Aristate, Obtuse, Rounded",Cuneate,Entire,"Corymb-like, Raceme",Yellow,None,"May, Jun",Berry (true),Red,"Sep, Oct",,,,
Berberis thunbergii 'Concorde',,Concorde Japanese Barberry,Berberidaceae,,"A petite barberry with deep maroon-purple foliage that becomes even more intense during fall. Small yellow flowers may be followed by a few bright red berries. This variety produces little to no viable seed, making it a great alternative over others. Perfect size for edging as a small hedge or for containers. Deciduous.",,,,,,,,Zone 4: (-34 to -29 C),,,,Security/barrier,,,,,,,,,,,,,Yellow,,,,,,,Bark or Stem Colour,,
Berberis verruculosa,BUR-bur-iss ver-ruk-yoo-LH-sa,warty barberry,Berberidaceae,Broadleaf evergreen,"Small alternate leaves that are glossy green on top, grey/silver on bottom, and sharply toothed; branches are stiffly arching and have spines.","Arching, Dense",Round,,0.7 - 1.3m,1.0 - 1.5m,Slow,,Zone 5: (-29 to -23 C),"Full sun, Part sun/part shade","Rocky or gravelly or dry, Well-drained","Low, Moderate","Dryland (no watering), Filler, Group or mass planting, Hedge row, Mixed shrub border, Security/barrier, Woodland margin",Not showy,Simple,Alternate,"Leathery, Pinnate venation, Prickly",Lustrous,Green,"Green, Dark-red","Elliptic, Obovate","Acute, Aristate",Cuneate,Spinose,"Floriferous, Flowers solitary","Showy, Yellow",None,"Apr, May",Berry (true),"Violet, Black","Jul, Aug","Smooth, Multi-stem trunk",Brown,"Seed, Greenwood cuttings, Softwood cuttings","Pest resistant, Disease resistant, Dieback, Galls, Root rot, Rabbit resistant"
Bergenia cordifolia,burr-GHEE-nee-uh kore-dih-FOE-lee-uh,heartleaf bergenia,Saxifragaceae,Broadleaf evergreen,"Clump forming; leaves thick, rounded, leathery with mostly crenate margins, winter colour often reddish or bronze; florets cymose on panicle-like scape.","Dense, Spreading, Upright",Mounded,Very coarse,0.2 - 0.4m,0.3 - 0.6m,Fast,South Asia / India (Siberia),Zone 3: (-40 to -34 C),"Deep shade, Filtered shade, Full sun only if soil kept moist, Part sun/part shade","Humus rich, Well-drained",Moderate,"Accent plant, Cut flower or foliage, Fall interest, Ground cover, Mixed shrub border, Perennial border, Spring interest, Summer interest, Waterside planting, Woodland margin",Showy,Simple,"Alternate, Basal","Heavily veined, Leathery, Pinnate venation","Glabrous, Lustrous","Green, reddish green on teh bottom",Red,Orbicular,Rounded,"Cordate, Rounded, Sheathing","Crenate, Undulate (wavy)","Floriferous, Panicle-like, Cyme","Showy, White, Pink, Red, (scape red)",,"Mar, Apr, May",Capsule,Red,"Jul, Aug",,,Division - below ground parts,"Caterpillar or cutworm, Sawfly or horntail, Nematodes, Root rot, Slugs or snails, Rabbit resistant"
Beta vulgaris (Cicla Group),BET-ah vul-GAIR-iss,Swiss chard,Amaranthaceae,"Annual, Biennial","Leaf blades > 45 cm, ruffled, puckered, red-orange-yellow-green, thick midribs and petioles.",Upright,Pyramidal - narrowly,Very coarse,0.4 - 0.7m,0.3 - 0.6m,Fast,,Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade",,,Urban agriculture,Fruit insignificant,Simple,Alternate,"Heavily veined, Pinnate venation, Soft flexible",Lustrous,"Green, Yellow, Red, vein frequently red",,"Elliptic, Ovate","Acute, Rounded","Rounded, Truncate",Crenate,,"Not showy, Green",None,"Apr, May",,,,,,Seed,
Beta vulgaris,BET-ah vul-GAIR-iss,beet,Amaranthaceae,"Annual, Biennial",,Arching,Vase,Very coarse,0.2 - 0.4m,0.1 - 0.3m,Fast,,Zone 5: (-29 to -23 C),Full sun,,,Urban agriculture,Not showy,Simple,Basal,Soft flexible,Glabrous,"Green, Dark-red",,Ovate,Rounded,Attenuate,Serrate,,"Not showy, Green",,Sep,Multiple fruit,Brown,,,,Seed,"Fungal leaf spot, Root rot, Leaf miner insect, Nematodes"
Betula albosinensis,BET-you-luh al-bo-sy-NEN-sis,Chinese paper birch,Betulaceae,Tree - deciduous,"Bark is papery, peeling, has beige horizontal lenticels, and is tints of cream/tan/pink/red/silver.","Arching, Spreading, Twiggy, Upright",Oval - vertical,Medium,15 - 22m,10 - 15m,Fast,S.E. Asia / Japan / China,Zone 5: (-29 to -23 C),"Filtered shade, Full sun",Well-drained,Low,"Accent plant, Fall interest, Shade tree, Specimen plant, Spring interest, Summer interest, Winter interest",Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,"Pinnate venation, Soft flexible","Glabrous, Lustrous",Green,Yellow,Lanceolate,Acuminate,Rounded,Double serrate,"Floriferous, Catkin (ament)","Not showy, Green-yellow",None,"Apr, May",Nut,Brown,,"Showy, Papery, Exfoliating, Multi-stem trunk, Single stem trunk","White, Orange, Red, Tan, Brown","Seed, Softwood cuttings, Grafting","Anthracnose, Aphids or adelgids, Canker or sap rot, Caterpillar or cutworm, Sawfly or horntail, Dieback, Fungal leaf spot, Leaf miner insect, Root rot, Rust, Virus, Leaf scorch"
Betula alleghaniensis,BET-you-luh al-leh-gay-nee-EN-sis,yellow birch,Betulaceae,Tree - deciduous,"Variable species but most with yellowish exfoliating bark (peals off horizontally), becoming grayish with age; leaves 6-12 (-16) x 4-9 cm, ovate and double-serrate; twigs orange-brown. Winter ID: bark; lateral buds conical and adpressed to twigs.",Upright,Pyramidal - widely,Medium,22 - 30m,7 - 10m,,"Canada - eastern, U.S. - northeast (Eastern North America)",Zone 4: (-34 to -29 C),Full sun,,,"Erosion control, Woodland margin",Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,"Pinnate venation, Soft flexible",Glabrous,"Green, Green-yellow",Yellow,Ovate,Acute,Cordate,"Double serrate, Serrulate",Catkin (ament),"Yellow, Brown",,Apr,Nut,Brown,,Exfoliating,"Yellow, Brown",,Stem borer insects
Betula lenta,BET-you-luh LEN-tuh,"cherry birch, sweet birch, black birch",Betulaceae,Tree - deciduous,"Bark non-exfoliating dark with wide, cherry-like lenticels (horizontal and wide), smooth and dark reddish-brown when young, becoming dark gray and scaly with age; leaves elliptical to ovate, 5-10 x 4-8 cm, margins finely single toothed or irregularly double toothed; Winter ID: bark; twigs smooth, reddish with strong wintergreen smell; buds also smooth (not hairy) and diverging from twigs.",Upright,Pyramidal - widely,,10 - 15m,10 - 15m,,"Canada - eastern, U.S. - northeast",Zone 3: (-40 to -34 C),,,,,"dark red, becoming gray and scaly",Simple,Alternate,,,"Green, Green-yellow",Yellow,"Elliptic, Ovate",Acute,"Oblique (uneven), Rounded","Double serrate, Serrulate",Catkin (ament),"Yellow, Brown",,"Mar, Apr",Nut,,,"Plated, Moderately fissured","Dark Grey, Red, Dark brown",,Stem borer insects
Betula nigra,BET-you-luh NYE-gruh,river birch,Betulaceae,Tree - deciduous,"Bark shaggy, peeling, red-brown; leaves diamond-shape, rhombic-ovate, biserrate, <8cm; catkins separate female (become conelike, 3-lobe scales) and male (<8cm, yellow-brown), early spring. Winter ID: exfoliating bark,yellow leaves.","Open, Twiggy, Upright",Oval - vertical,Medium,15 - 22m,10 - 15m,Fast,"Canada - eastern, U.S. - northeast",Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade","Bog, Well-drained",Wetlands,"Accent plant, Fall interest, Group or mass planting, Shade tree, Specimen plant, Wetland - bogs, Wildlife food, Winter interest",Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,Soft flexible,"Lustrous, Pubescent",Green,Yellow,"Ovate, Rhomboidal",Acute,Cuneate,Double serrate,Catkin (ament),"Not showy, Green-yellow",None,"Apr, May",Nut,Brown,"Jun, Jul","Showy, Papery, Shaggy, Multi-stem trunk, Single stem trunk","Red, Brown, Black","Seed, Softwood cuttings","Anthracnose, Dieback, Fungal leaf spot, Leaf miner insect, Rust, Virus, Deer resistant, Rabbit resistant"
Betula papyrifera,BET-yoo-luh pap-ih-RIFF-er-uh,paper birch,Betulaceae,Tree - deciduous,"Leaves dark green, obovate with small serrations; yellow catkins in spring. Winter ID: bark has dark spots; compared to B. utilis var. jacquemontii, B. papyrifera bark is not as white and on older trees, has black checks.",Stiffly upright,Oval - vertical,Medium,10 - 15m,7 - 10m,Fast,"Canada - central, Canada - eastern, Canada - northern, Europe, U.S. - central, U.S. - northeast, U.S. - southwest",Zone 2: (-46 to -40 C),Full sun,"Acidic, Well-drained",Moderate,"Specimen plant, Winter interest",Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,Soft flexible,Glabrous,Green,Yellow,Ovate,Acuminate,"Cordate, Obtuse",Double serrate,Catkin (ament),"Not showy, Yellow",None,"Mar, Apr",Nut,Brown,"Sep, Oct","Showy, Papery",White,"Seed, Cuttings","Stem borer insects, Deer resistant, Rabbit resistant"
Betula pendula,BET-you-luh PEN-dew-luh,"European white birch, silver birch",Betulaceae,"Invasive plant, Tree - deciduous","Leaves deltoid to ovate, serrated; catkins narrow, bright green turning yellow, swollen flaky brown when mature. Winter ID: catkins persist; branches weeping; bark smooth then exfoliating with age, grayish-white with dark gray to black horizontal lenticels becoming larger spots; branch bark ridge long, almost black.",Upright,Oval - vertical,Medium - fine,22 - 30m,7 - 10m,Fast,Europe,Zone 2: (-46 to -40 C),"Filtered shade, Full sun, Part sun/part shade",Well-drained,,"Shade tree, Street (boulevard tree)",Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,"Pinnate venation, Soft flexible",Glabrous,Green,Yellow,Ovate,"Acuminate, Acute",Attenuate,"Dentate, Double serrate, Serrate",Catkin (ament),"Not showy, Yellow, Brown",,"Apr, May",Nut,Brown,,Exfoliating,"White, Grey","Seed, Softwood cuttings","Anthracnose, Fungal leaf spot, Leaf miner insect, Rust, Stem borer insects, Virus, Wood deformity"
Betula utilis var. jacquemontii,BET-you-luh YOU-till-iss variety jak-MON-tee-eye,Jacquemont birch,Betulaceae,Tree - deciduous,Winter ID: Very white exfoilating bark with orange underneath.,Stiffly upright,Oval - vertical,Medium,15 - 22m,7 - 10m,Moderate,,Zone 7: (-18 to -12 C),Full sun,Well-drained,Moderate,Specimen plant,Many small winged nutlets form on the cone-like female catkin axis that shatters when ripe.,Simple,Alternate,Soft flexible,Glabrous,Green,,Ovate,Acute,Obtuse,Serrate,Catkin (ament),"Not showy, Green-yellow",,Apr,Nut,Brown,,Papery,White,"Seed, Cuttings, Grafting","Dieback, Stem borer insects"
Bidens ferulifolia hybrids and cvs.,BY-denz fer-oo-li-FOH-lee-uh,bidens,Asteraceae,Annual,"Spreading short-lived perennial to 30 cm tall; leaves small, finely divided bright green; flowers golden yellow ""daisies"" to 3 cm wide.",Spreading,Creeping / Mat-like,Fine,0.2 - 0.4m,,,"Mexico, U.S. - southwest",Zone 8a: (-12 to -9.5 C),"Full sun only if soil kept moist, Part sun/part shade",,Moderate,"Container planting, Dryland (no watering), Hanging basket",Fruit insignificant,"Compound, Dissected",Alternate,Soft flexible,Glabrous,Green,,"Oblong, Other",Obtuse,Sheathing,Incised,Head (capitulum),"Showy, Yellow, Orange",,"Jun, Jul, Aug, Sep",Cypsela (achene + calyx),Brown,"Jul, Aug, Sep, Oct",,Green,,"Pest resistant, Disease resistant"
Bistorta officinalis,bis-TOR-tuh uh-fiss-ih-NAY-liss,European bisort,Polygonaceae,Herbaceous perennial,,,,,0.7 - 1.3m,0.6 - 1.0m,,Europe,Zone 4: (-34 to -29 C),,,,"Fall interest, Herb, Medicinal plant, Perennial border, Summer interest",Cultivar shown B. 'Superbum',Simple,Basal,Soft flexible,Glabrous,,,Ovate,Acute,Cordate,Entire,"Floriferous, Raceme",Pink,,"Jun, Jul, Aug, Sep, Oct",,,,,Bark or Stem Colour,,
Blechnum gibbum 'Silver Lady',BLEK-num GIB-bum,"Silver Lady fern, dwarf tree fern",Blechnaceae,"Fern, Indoor foliage plant",,Upright,Vase,Medium - coarse,0.7 - 1.3m,0.6 - 1.0m,,,Zone 9: (-7 to -1 C),"Full sun only if soil kept moist, Part sun/part shade",,,Indoor plant,no above ground stem,"Compound, Fern-like",Basal,Leathery,Glabrous,Green,Green,Lanceolate,Acute,Truncate,Entire,n/a,No Flowers,,,Sporangium (spores),Brown,,"Stringy, Single stem trunk",n/a,,
Blechnum spicant,BLEK-num SPIK-ant,deer fern,Blechnaceae,Fern,"Fronds are deeply-lobed, rachis dark brown: vegetative fronds are vase-shaped then becoming horizontal and evergreen; reproductive fronds are upright with much narrower pinnae, lower surface with two thick rows of sori.","Arching, Spreading, Upright","Mounded, Vase",Medium,0.4 - 0.7m,0.3 - 0.6m,Fast,"B.C. west of Cascades, Europe, U.S. - northwest",Zone 5: (-29 to -23 C),"Deep shade, Filtered shade, Part sun/part shade","Humus rich, Well-drained",Moderate,"Container planting, Filler, Forestry, Group or mass planting, Mixed shrub border, Native planting, Perennial border, Small garden/space, Waterside planting, Woodland margin",no above ground stem,"Compound, Fern-like",Basal,Leathery,Lustrous,Dark-green,Dark-green,Linear,Mucronate,Truncate,Entire,n/a,No Flowers,,,Sporangium (spores),,"Mar, Apr, May",,n/a,"Spore, Division - above ground parts","Rust, Scale insects"
Bletilla striata,bleh-TIL-uh stry-AY-tuh,hardy orchid,Orchidaceae,Herbaceous perennial,"Leaves pleated, papery-textured, sword-shaped, pale green, 3-5 arising from short, corm-like rhizomes; florets pinkish-purple to 4 cm long, usually between 3-7 on racemes up to 45 cm tall.",Arching,Vase,Medium,0.2 - 0.4m,0.1 - 0.3m,Fast,S.E. Asia / Japan / China,Zone 6: (-23 to -18 C),"Full sun, Part sun/part shade","Humus rich, Well-drained",,"Perennial border, Summer interest",Google,Simple,Alternate,"Heavily veined, Parallel venation, Soft flexible",Glabrous,Green,Yellow,"Elliptic, Linear",Attenuate,Truncate,Entire,,"Showy, Pink, Purple, Violet",,"May, Jun, Jul",,"Dark-red, Brown","Sep, Oct",,,,"Pest resistant, Disease resistant, Slugs or snails, Rabbit resistant"
Boltonia asteroides 'Snowbank',bol-TOE-nee-uh ass-tur-oh-EYE-deez,Snowbank aster,Asteraceae,Herbaceous perennial,"Habit dense, to 70cm tall; heads with white ray florets and greenish-yellow disc florets.","Arching, Open, Spreading",Round,Fine,1.3 - 2.0m,0.6 - 1.0m,Fast,U.S. - northeast,Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade",Well-drained,Moderate,"Attract butterflies, Cut flower or foliage, Fall interest, Filler, Group or mass planting, Mixed shrub border, Perennial border, Summer interest",Not showy,Simple,Alternate,Soft flexible,,,Green,Oblanceolate,,,Serrulate,"Floriferous, Head (capitulum)","Showy, White",None,"Jul, Aug, Sep",Cypsela (achene + calyx),Brown,,,Bark or Stem Colour,"Seed, Division - below ground parts","Anthracnose, Fungal leaf spot, Mildew, Rust, Rabbit resistant"
Bougainvillea cv.,boo-gun-VEEL-ee-uh,paper flower,Nyctaginaceae,"Flowering pot plant, Vine or climber",Thorny and twiggy with stems that erect from the ground.,"Irregular, Pendulous",Climbing,Medium,0.4 - 0.7m,0.3 - 0.6m,Fast,South America,Zone 9: (-7 to -1 C),"Full sun, Part sun/part shade",,High,"Arbors or trellis, Indoor plant",Culivars shown: Bougainvillea 'Moneth' (Purple Queen) and B. ' James Walker'. Note: the showy parts are bracts.,Simple,Alternate,Soft flexible,Glabrous,"Green, Some cvs. variegated.",,Ovate,Acute,Cordate,Entire,Flowers solitary,"White, Yellow, Orange, Pink, Red, Magenta",,"Jul, Aug",,,,,,Softwood cuttings,
Brachyglottis hybrids and cvs.,brak-ee-GLOT-iss,"ragwort, daisy bush",Asteraceae,Broadleaf evergreen,"Rounded evergreen shrub to 1 m; leaves glaucus, hairy, mostly ovate; flowers heads bright yellow May - September.",Dense,Oval - horizontal,Medium,0.7 - 1.3m,1.0 - 1.5m,Moderate,"Australia / New Zealand, Garden origin (B. compacta x B. laxifolia)",Zone 8a: (-12 to -9.5 C),Full sun,,,"Dryland (no watering), Summer interest, Winter interest",Fruit insignificant,Simple,Alternate,"Leathery, Pinnate venation",Pubescent,"Dark-green, Silver / Grayish",,"Elliptic, Ovate",Rounded,Rounded,"Crenate, Undulate (wavy)","Floriferous, Head (capitulum)",Yellow,,"Jun, Jul",Cypsela (achene + calyx),Brown,"Aug, Sep",Exfoliating,Brown,Cuttings,"Pest resistant, Disease resistant, Deer resistant"
Brachyscome iberidifolia,brack-ee-SCOH-mee eye-beer--ih-FOE-lee-uh,Swan River daisy,Asteraceae,"Annual, Flowering pot plant","Leaves linear, entire or more commonly deeply divided (pinnatisect), pubescent (softly downy), and gray-green.","Dense, Spreading, Upright","Oval - horizontal, Round",Fine,0.2 - 0.4m,0.1 - 0.3m,Fast,Australia / New Zealand,Zone 9: (-7 to -1 C),"Full sun, Part sun/part shade",Well-drained,Moderate,"Bedding plant, Container planting, Fall interest, Ground cover, Group or mass planting, Hanging basket, Summer interest",Fruit insignificant,"Compound, Dissected",Alternate,Soft flexible,Pubescent,"Green, Silver / Grayish",Green,"Lanceolate, Oblanceolate",,,"Entire, Pinnately lobed","Floriferous, Head (capitulum)","Showy, White, Violet, Blue",Fragrant,"May, Jun, Jul, Aug, Sep",Achene,,,,Bark or Stem Colour,Seed,Slugs or snails
Brachyscome multifida,brak-kys-koh-mee mull-TIFF-ih-duh,"cut-leaf daisy, rock daisy",Asteraceae,Annual,"Leaves bright green, deeply divided, <8 cm.long, filiform, oblanceolate, acute; flowers mauve, pink or white ray florets, disk florets yellow, <2cm.across, long peduncle.",Spreading,"Creeping / Mat-like, Mounded",Fine,0.4 - 0.7m,0.3 - 0.6m,Fast,Australia / New Zealand,Zone 11: (above 4 C),Full sun,Well-drained,Moderate,"Bedding plant, Container planting, Hanging basket, Perennial border, Summer interest",Fruit insignificant,Lobed,Alternate,,Glabrous,"Green, bright green",,"Filiform, Oblanceolate",Acute,Cuneate,"Dentate, Entire","Floriferous, Head (capitulum)","Showy, White, Blue, Yellow, Pink, Purple, (cv. 'Mini Yellow ' has yellow blooms)",None,"Jun, Jul, Aug, Sep",Achene,,,,,Seed,Slugs or snails
